3.28578504945034,2.59369264116708,5507450731467.21,3.04319897158596,2.75302126575494,2.6217275438693703,2.58405934844036,2.76764158582346,2.69895805752715,2.79588894704536,2.29202967422018,2.44298062220857,2.39223120815337,797830.906723552,2817867772.08667,5.94240917321909e+18,181.358198155747,47871.2930861404,5781.18873089558,37162.3041830766,12970378.2088757,3.8987288498455,3.2019200956338705

